video_id,title,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,active_since_days
v=lRHfuH2tD5Q,PRICELESS HACKS AND CRAFTS FOR SMART PARENTS,3780,300954,44,7,0,7,0,2,6.285714285714286,0,0,0.6071428571428571,1
v=Vq_WrH4mmGY,Fun Activities and Cool Crafts for Parents to Do With Their Kids,576,383200,64,12,0,0,3,6,5.333333333333333,0,0,0.32499999999999996,1
v=-QEM4HweTys,IF OBJECTS WERE PEOPLE || Funny Situations And Relatable Moments,900,131273,64,10,2,4,0,3,6.4,0,0,0.25,2
v=foMm6pE0L7o,Brilliant Hacks & Crafts All Parents Should Know,900,277264,48,8,1,0,0,2,6.0,0,0,0.9,3
v=_VjRtjLi0w8,30+ AMAZING CRAFT IDEAS & HACKS WITH 3D PEN,960,549777,43,9,2,7,0,1,4.777777777777778,1,1,0.6000000000000001,3
v=4FJlhjscg2k,Food Hacks & Snack Ideas For The Best Parents Ever,1020,279299,50,10,1,0,0,2,5.0,0,0,1.0,4
v=4kOFS6Sqqy8,SPOOKY HALLOWEEN IDEAS || Easy Halloween Recipes and DIYs,603,454240,57,9,2,3,1,1,6.333333333333333,0,0,0.43333333333333335,4
v=cUahECNuupY,AMAZING GARDEN HACKS & PLANTING IDEAS,900,255306,37,6,1,5,0,0,6.166666666666667,0,0,0.6000000000000001,5
v=bMHGju6H4uo,KIDS vs DOCTOR👩‍⚕💉 || All Parents Should Know These Valuable Life Hacks,3660,661450,71,12,2,2,1,3,5.916666666666667,0,0,0.0,6
v=Fp33nUQEVu8,"MYSTERY BOX CHALLENGE! Popular TikTok Challenges, Games And Experiments",900,215677,71,9,2,3,0,1,7.888888888888889,0,0,0.6,6
v=EaFHCa51558,"POP IT MEGA COMPILATION || Best Crafts, Fun DIYs And Life Hacks",900,508229,63,12,3,4,0,2,5.25,0,0,0.65,5
v=2unLZvJpOxE,50 CREATIVE WAYS TO COOK EGGS,900,298013,29,6,0,5,0,1,4.833333333333333,1,1,0.5,5
v=NQYtgTKFB3M,PARENTING IS EASY! Top Hacks & Crafts From Smart Parents,960,579207,56,10,2,3,0,2,5.6,0,0,0.41865079365079366,5
v=iKwhW7gYwl4,BEST WEDDING DAY HACKS FOR SMART BRIDES AND GROOMS,611,1059673,50,9,0,9,0,2,5.555555555555555,0,0,0.6071428571428571,5
v=Ebrp_VSInls,BEST PET GADGETS AND HACKS EVERY PET OWNER SHOULD KNOW,960,1268020,54,10,0,10,0,2,5.4,0,0,1.0,5
v=HDEdowENHxU,Best Snack Ideas For Parents || Easy Family Meal Ideas,3660,469777,54,10,2,0,0,1,5.4,0,0,0.7166666666666667,5
v=E_U-T65hBjQ,OMG! WE BUILT A GIANT POOL IN OUR BACKYARD😎💦🍹 #shorts,59,10885517,53,10,2,9,1,4,5.3,0,0,0.0,5
v=nRGFJ6dZSdE,50 BEST ART HACKS FOR BEGINNERS,900,377170,31,6,0,5,0,1,5.166666666666667,1,1,1.0,5
v=36cJz-KP_VA,AWESOME SHOE HACKS || How To Renovate Old Shoes,960,477080,47,9,2,3,0,2,5.222222222222222,0,0,0.55,5
v=10lqF2HUlw8,30+ SMART PARENTING HACKS AND CRAFTS,545,1402797,36,6,1,5,0,1,6.0,1,1,0.21428571428571427,5
v=c6rUmsRY524,Brilliant Kitchen Hacks & Yummy Recipes To Make You Love Cooking,900,290405,64,11,1,0,0,2,5.818181818181818,0,0,0.7,5
v=jy8fS1p3tfQ,CREEPY REALISTIC SOAP IDEAS || DIY Candle And Soap Crafts,960,381604,57,10,2,5,0,1,5.7,0,0,-0.16666666666666669,5
v=yiHpQ7nwvaw,SURVIVAL GUIDE FOR PARENTS || Best Hacks For Moms And Dads,3720,1455854,58,11,2,4,0,3,5.2727272727272725,0,0,1.0,5
v=ugAo3WTWcbE,CLEVER HIDING PLACES FOR MONEY & JEWELRY || Valuable Home Hacks,960,616821,63,11,3,6,0,1,5.7272727272727275,0,0,0.16666666666666666,5
v=DV2FHLPi3WQ,GADGETS vs HACKS || Kitchen Devices And Clever Tips To Make Cooking Easier,1020,423613,74,13,2,2,1,2,5.6923076923076925,0,0,0.16666666666666666,10
v=LcoU-1-IxRA,MESMERIZING CLAY POTTERY TRICKS AND CRAFTS,900,232513,42,6,0,6,0,1,7.0,0,0,0.3,10
v=j2cwnMlkMZI,BEST SUMMER GADGETS AND HACKS || Useful Gadgets For Any Occasions,3660,1008260,65,11,2,5,0,3,5.909090909090909,0,0,0.65,10
v=YQx0eDZ0lzU,GENIUS HACKS AND GADGETS FOR PET OWNERS,563,2210597,39,7,0,7,0,2,5.571428571428571,0,0,0.0,10
v=ch9KdXzeC78,NAIL HACKS YOU MUST KNOW || Pedicure & Manicure Guide,900,566149,53,10,3,5,0,1,5.3,0,0,0.0,10
v=9ejZrtQtM58,FIX ANYTHING WITH A 3D PEN || Brilliant Repair Hacks,652,358637,52,10,2,6,0,2,5.2,1,0,0.9,10
v=8AuqZ6ZplVw,UNUSUAL SOAP AND CANDLE IDEAS TO MAKE AT HOME,610,627767,45,9,0,9,0,3,5.0,0,0,0.2,10
v=ZKdu_XV-Fek,EXTREME ROOM MAKEOVER || Fantastic Transformations & Wooden House Tutorials,3780,2109746,75,10,3,3,0,0,7.5,0,0,0.09166666666666667,10
v=00mJdVLN1tE,BRILLIANT HACKS FOR A FAMILY TRIP,900,421494,33,6,0,6,0,2,5.5,0,0,0.9,10
v=_Rte0iSQEC4,EMERGENCY HACKS FOR SMART PARENTS || Valuable Parenting Tips,625,1324951,60,9,2,5,0,1,6.666666666666667,0,0,0.21428571428571427,10
v=aKzX3n5G3fg,TOP 25 PLASTIC RECYCLING IDEAS,616,583386,30,5,0,4,0,0,6.0,1,0,0.5,10
v=dzbL3Xquogg,100+ BEST SUMMER HACKS & GADGETS,3780,1859223,32,6,2,4,0,0,5.333333333333333,1,1,1.0,10
v=wfU11xoRGhE,EXCELLENT CLOTHING HACKS FOR CRAFTY PARENTS,783,141609,43,6,0,6,0,1,7.166666666666667,0,0,0.7,10
v=tT3bv3h3Cpk,How to Make POP IT Soap || Candle and Soap Ideas for Crafters,1260,234388,61,13,2,2,3,5,4.6923076923076925,0,0,0.0,10
v=Erai7iVKPEU,COOL EGG HACKS || VALUABLE HOME HACKS FOR ALL OCCASIONS,656,509998,55,10,2,9,0,2,5.5,0,0,0.35,15
v=O-0pycMJwxU,Amazing Kid’s Room Makeover || Guide For Parents,528,12776036,48,8,2,0,0,1,6.0,0,0,0.6000000000000001,15
v=Yu7WhrfOeaI,UNEXPECTED LIFE HACKS WITH TOOTHBRUSH & TOOTHPASTE || Useful Everyday Tips,671,341594,74,11,3,6,0,1,6.7272727272727275,0,0,0.06666666666666667,15
v=H6GMBNuCmZw,100+ BEST PARENTING HACKS EVER,3600,384495,30,5,1,4,0,0,6.0,1,1,1.0,15
v=T-h3pN0JDMA,HOW TO BE A COOL PARENT || Everyday Hacks & Tips For Parents,713,309720,60,13,3,6,0,5,4.615384615384615,0,0,0.07499999999999998,15
v=oah54kI7eoI,BEST GADGETS & CRAFTS FOR YOUR PHONE || Upgrade Your Phone With These DIYs,771,237759,74,14,3,6,0,5,5.285714285714286,0,0,1.0,15
v=D9N4xXGZREg,How to Make Doll Dress from Balloon 🎀 Parenting Hacks For Smart Moms and Dads,3780,1278010,77,15,0,0,3,5,5.133333333333334,0,0,0.21428571428571427,15
v=nSy0Ub4ny-E,YOU'VE BEEN DOING THESE THINGS WRONG || Random Hacks For All Occasions,632,403540,70,12,3,6,0,6,5.833333333333333,0,0,-0.5,15
v=2HTNvQXuFhM,POSITIVE PARENTING TIPS || How To Be A Cool Parent,682,517342,50,10,2,4,0,4,5.0,0,0,0.28863636363636364,15
v=wnRIcWk3QJw,BRILLIANT FASHION HACKS TO UPGRADE YOUR WARDROBE,633,346359,48,7,0,7,0,2,6.857142857142857,0,0,0.9,15
v=Nd4bRu-YtCU,"Ingenious Gadgets For Parents || Useful Devices, Crafts & Everyday Tips",737,616894,71,11,4,0,0,1,6.454545454545454,0,0,0.20000000000000004,15
v=Hcuqsc3Cw_s,MEGA SUMMER HACKS For Smart Parents,3720,5609774,35,6,0,3,0,1,5.833333333333333,0,0,0.21428571428571427,15
v=kgqGYCkBh_8,20+ AWESOME EXPERIMENTS TO BLOW YOUR MIND,655,147451,41,7,1,6,0,2,5.857142857142857,1,1,1.0,15
v=sFWDja6K2jk,PARENTING IS EASY With These Simple Everyday Hacks,821,254957,50,8,0,3,0,3,6.25,0,0,0.07777777777777778,15
v=8wVpposxXXU,TOP HACKS AND GADGETS FOR BEST PET OWNERS,688,182758,41,8,0,8,0,2,5.125,0,0,0.75,20
v=uYtEJLjV96Q,CHILD YOU VS. ADULT YOU || Funny Situations and Cool Hacks,581,457446,58,11,3,5,1,3,5.2727272727272725,0,0,0.2333333333333333,20
v=3exz6AKhtPs,GREATEST SUMMER HACKS FROM 5-MINUTE CRAFTS #shorts,60,38238279,50,7,2,6,1,1,7.142857142857143,1,0,1.0,20
v=P7zHdNgdGuI,HOW TO BE A GOOD PARENT? Best Parenting Hacks For Everyday,3600,2886064,58,11,1,6,0,5,5.2727272727272725,0,0,0.5,20
v=f-pNcSi5Lh0,Best Swimming Pool Hacks || Everyday Hack For Hot Days,792,591352,54,10,2,0,0,1,5.4,0,0,0.35000000000000003,30
v=FdhbK1lawbw,SUMMERLICIOUS RECIPES YOU'LL WANT TO TRY,900,417674,40,6,1,6,0,2,6.666666666666667,0,0,0.0,30
v=uvtGVzCZwkc,20+ CRAZY SCHOOL PRANKS || Smart Hacks And Crafts For Students,898,270399,62,11,3,3,0,2,5.636363636363637,1,1,-0.19285714285714284,30
v=w9Q9CMPJyXI,Smart Kitchen Hacks to Improve Your Cooking Skills || Tasty Recipes For The Whole Family,899,532097,88,15,2,0,1,4,5.866666666666666,0,0,0.20714285714285713,30
v=Ov9qD06t5gI,TOP 30 GENIUS PARENTING HACKS AND GADGETS,900,1811193,41,7,0,6,0,1,5.857142857142857,1,0,0.5,30
v=266tNucO0hg,50 Simple Hacks to Be a Good Parent || Useful Ideas For Crafty Parents,960,328474,70,14,2,0,2,4,5.0,1,1,0.35,30
v=pxA3MMwiAJo,SMART BEACH HACKS THAT WILL SAVE YOUR SUMMER,676,2738203,44,8,0,8,0,3,5.5,0,0,0.21428571428571427,30
v=vws8zmRT_T8,30 BEST HACKS FOR EVERY LIFE SITUATION,900,824840,38,7,0,6,0,1,5.428571428571429,1,1,1.0,30
v=FoUAqwnuyKE,Smart Parenting Hacks You'll Be Glad to Know || Cool Crafts to Make With Your Kids,3660,510314,82,16,3,0,2,6,5.125,0,0,0.3547619047619048,30
v=80d4id92EV8,CRAZY HALLOWEEN MAKEUP IDEAS #shorts,57,43073504,36,5,1,4,1,0,7.2,0,0,-0.6,30
v=aVEmXGzmI6w,Amazing Camping Tips to Make Your Trip Unforgettable 🏕,802,289490,54,9,0,0,1,2,6.0,0,0,0.7000000000000001,30
v=kqgmnTWwfFQ,TRAVELING WITH KIDS IS FUN! Smart Parenting Hacks For A Family Trip,567,2684820,67,12,1,6,0,4,5.583333333333333,0,0,0.29464285714285715,30
v=eaPrVcLaqOE,35 Useful Gardening Hacks || Easy Ways to Grow And Collect Food,827,883319,63,12,2,0,1,2,5.25,1,1,0.3666666666666667,30
v=LT0Bg_M289A,Easy Photography Hacks || 30+ Ideas For Everyone,1020,325721,48,8,3,0,0,1,6.0,1,0,0.43333333333333335,30
v=-V2zl4hxtdk,WATER POOL SUMMER HACKS,900,426172,23,4,0,4,0,0,5.75,0,0,0.0,30
v=ByGd_ZF7l1k,50 COOL SOAP HACKS || DIY Soap Crafts For The Whole Family,900,403334,58,12,2,4,0,2,4.833333333333333,1,1,0.275,30
v=ifaFl8oo_ck,WOW! 35+ Best Hacks || Summer DIYs and Trendy Gadgets,960,556474,53,10,4,1,1,1,5.3,1,0,0.5750000000000001,30
v=cbmPxj_3wOU,100+ BEST PARENTING LIFE HACKS || Smart Tips for Parents,3600,775296,56,10,3,4,1,1,5.6,1,1,0.6071428571428571,30
v=18hKzLrFxVk,BACK to SCHOOL! Brilliant School Crafts & DIYs,677,1301246,46,8,2,2,1,1,5.75,0,0,0.45,30
v=ZzIWPTUDat0,These Parenting Hacks Will Change Your Life || Gadgets And Tips For Parents,797,154484,75,13,2,0,0,5,5.769230769230769,0,0,0.0,30
v=u37AlGPyQIk,BEST HACKS TO STORE FOOD FOR LONGER || Kitchen Hacks & Tasty Recipes,614,456079,68,13,3,7,0,2,5.230769230769231,0,0,1.0,30
v=zTgeMCgJmQU,BECOME A COOL PARENT WITH THESE PRICELESS HACKS AND CRAFTS,3840,4231830,58,10,0,10,0,4,5.8,0,0,0.675,30
v=GPH_z5E88lo,DIY GIANT BACKYARD POOL || Easy Backyard Decor Ideas For Parents and Kids,496,10936180,73,13,2,4,1,2,5.615384615384615,0,0,0.21666666666666667,30
v=hB2f60m0dPo,FIRST AID HACKS FOR SUMMER! Emergency Tips You Should Know,624,637234,58,10,1,5,0,3,5.8,0,0,0.3125,30
v=v9y3M5X2ua4,BEST SUMMER HACKS FOR SMART PARENTS #shorts,59,130560197,43,7,1,6,1,1,6.142857142857143,0,0,0.6071428571428571,30
v=N87qBwmYtd8,Ingenious Everyday Hacks To Make Your Life More Comfortable,1860,1239176,59,9,0,0,0,3,6.555555555555555,0,0,0.30000000000000004,30
v=awkogF3QzPk,"ODDLY SATISFYING VIDEO TO RELAX || Tricks With Kinetic Sand, Slime",692,572878,66,11,3,5,0,2,6.0,0,0,0.5,30
v=tuoXPKjnUvI,TOP ALOE HACKS & TIPS FOR YOUR EVERYDAY BEAUTY ROUTINE,675,374264,54,10,1,9,0,2,5.4,0,0,0.15,30
v=ZZRortQ7tRo,LOVELY PHOTO IDEAS FOR PARENTS || Cool Parenting Hacks You’ve Never Seen Before,620,4060064,79,13,2,5,0,2,6.076923076923077,0,0,0.425,30
v=cMeKz8Aulog,MEGA PARENTING COMPILATION || How to be good friends with your kids,3600,1256576,67,12,2,3,7,5,5.583333333333333,0,0,0.7,30
v=eH_wceyMRNM,BEST BACK TO SCHOOL HACKS AND DIYS YOU NEED TO TRY,781,1509695,50,11,0,11,0,4,4.545454545454546,0,0,0.5,30
v=_TQux9Pvaag,ADORABLE CRAFTS WITH EPOXY RESIN || DIY Soap And Candle Ideas,611,904270,61,11,2,6,0,2,5.545454545454546,0,0,0.5,30
v=7vv3sVk8x8I,INCREDIBLE HACKS & GADGETS FOR PET OWNERS,732,710821,41,7,1,6,0,1,5.857142857142857,0,0,0.9,30
v=AFJIJVXI8V0,PRICELESS PARENTING HACKS FOR EVERYDAY LIFE,657,627349,43,6,0,6,0,1,7.166666666666667,0,0,0.4,30
v=HNMoo0pijJ8,AMAZING LIFE HACKS TO ENJOY THIS SUMMER,778,1844716,39,7,0,7,0,2,5.571428571428571,0,0,0.5,30
v=NlKNsrrsWHc,YUMMY FROZEN JELLY! Fantastiс Summer Recipes,677,1624914,44,6,1,3,0,0,7.333333333333333,0,0,0.0,30
v=kTKAMBLxe_8,WOW! THE ART OF MAKING SOUNDS #shorts,59,2679278,37,7,2,6,1,2,5.285714285714286,0,0,0.125,30
v=HMbDPgINfto,BRILLIANT LIFE HACKS FOR ANY SITUATION,3600,6449020,38,6,0,6,0,2,6.333333333333333,0,0,0.9,30
v=vBDGyVgRf_g,Must-Have Bathroom Gadgets For Both Moms & Kids,804,354197,47,8,2,0,0,2,5.875,0,0,0.0,30
v=55D5fh-YAeI,"Awesome Flying Phone || Appliances, Gadgets And Cool Inventions  For Your Phone #shorts",37,2606966,87,13,4,0,1,3,6.6923076923076925,0,0,0.675,30
v=F1_oWtvxRg4,If PROBLEMS Were PEOPLE,654,301141,23,4,0,2,0,2,5.75,0,0,0.0,30
v=-Qp6rmWhLbA,COOL SUMMER HACKS AND DIY IDEAS,744,1559683,31,6,0,6,0,1,5.166666666666667,0,0,0.35,30
v=PVSPyCi1abQ,YUMMY SNACKS & FOOD HACKS ALL PARENTS SHOULD TRY THIS SUMMER,726,491987,60,11,1,10,0,3,5.454545454545454,0,0,0.0,30
v=k7lkqYuAkQ8,GENIUS TOOTHPASTE HACKS || Random Hacks To Save Your Day,735,1229396,56,10,2,3,0,2,5.6,0,0,-0.5,30
v=xrkvgsfDAX0,CLOTHING HACKS FOR CRAFTY PARENTS YOU MUST TRY,611,1746333,46,8,0,8,0,2,5.75,0,0,0.4,30
v=nDtqGRYGeHI,GENIUS SUMMER HACKS || Best Ideas For Crafty Parents,4080,13965249,52,9,2,3,0,1,5.777777777777778,0,0,0.7,60
v=EeW66DL3bmU,Life-Saving Gadgets For Smart & Trendy Parents,763,708216,46,7,2,0,0,1,6.571428571428571,0,0,0.40714285714285714,60
v=iJe_yPU-Klk,PRICELESS HACKS AND TRICKS FOR DOG OWNERS || Useful Pet Hacks,602,2136829,61,11,2,7,0,2,5.545454545454546,0,0,0.65,60
v=JRb0xDXwAj8,BE THE COOLEST PARENT EVER WITH THESE SMART HACKS & GADGETS,767,713898,59,11,1,10,0,4,5.363636363636363,0,0,0.21428571428571427,60
v=L3O5ECQYP_s,EDIBLE LIPSTICK?! 💄 CLEVER PARENTING HACKS WITH FOOD,719,1253866,52,8,2,7,0,1,6.5,0,0,0.16666666666666666,60
v=L5yi6IEPfsE,"MOUTH-WATERING DESSERTS YOU CAN EASILY MAKE || Pop It Cake, Jelly Cake And More",729,615990,79,14,4,6,0,5,5.642857142857143,0,0,0.5444444444444444,60
v=-QbVyLL2IIg,HOT SUMMER HACKS FOR AWESOME PARENTS,853,1204686,36,6,0,6,0,1,6.0,0,0,0.625,60
v=Ggr6IDmmh18,"WOW! GENIUS TIK TOK HACKS || 29 Challenges, Mystery Boxes And Wheels For 24 Hours",689,435546,81,15,4,5,0,2,5.4,1,0,0.125,60
v=fVUgDgd0S4U,Easy Crafts All Parents Should Try To Make,3960,2193851,42,8,0,0,0,3,5.25,0,0,0.43333333333333335,60
v=FXCGPsMA96o,SMART PARENTING HACKS || Pregnancy hacks for new moms and dads,712,706089,62,11,2,3,6,2,5.636363636363637,0,0,0.17532467532467533,60
v=_IKTenid328,First Aid Hacks for Emergencies That You Need To Know,745,853827,53,10,0,0,1,4,5.3,0,0,0.25,60
v=sWJPTwaeGjc,Smart parenting hacks || EASY DIY SOAP IDEAS TO MAKE AT HOME,900,532992,60,12,2,8,2,2,5.0,0,0,0.3238095238095238,60
v=NBl4PZwys7c,Brilliant Hacks For Smart Parents || Easy Toy DIY Ideas,672,2128903,55,10,2,1,0,1,5.5,0,0,0.5158730158730159,60
v=ShvCCwibtbk,100+ SUMMER TIME HACKS,3660,909964,22,4,1,3,0,0,5.5,1,1,0.0,60
v=sXy39_LVVpQ,SMART LIFE HACKS FOR ANY OCCASION,571,1919253,33,6,0,6,0,2,5.5,0,0,0.21428571428571427,60
v=_kcDsexQgUA,EXCELLENT HACKS EVERY PARENT SHOULD KNOW || Funny Games And DIYs,767,638212,64,11,2,6,0,2,5.818181818181818,0,0,0.625,60
v=DLqr7Iddezo,SUMMER PARENTING HACKS || Easy Summer Snacks for Your Kids,600,12196138,58,10,2,3,1,2,5.8,0,0,0.43333333333333335,60
v=y2CCdSfIPic,OMG! He Really Did It? || Crazy Real Life Trick Shot #Shorts,46,786763,60,12,5,1,0,2,5.0,0,0,-0.06666666666666665,60
v=_RwkOEAML0w,WHAT TO DO ON A BORING DAY || Fun games and tricks you will want to try,690,820901,71,17,2,7,8,9,4.176470588235294,0,0,-0.35,60
v=g7BWySAa3R0,IF ANNOYING THINGS WERE HUMANS || Useful Ideas and Hacks,818,592365,56,10,2,5,1,3,5.6,0,0,-0.25,60
v=UMoT_Tkl3F0,DIY Unique Phone Cases || Antistress Cases You Can Easily Make,682,742630,62,11,2,1,0,2,5.636363636363637,0,0,0.4041666666666667,60
v=xBOTciwgbFU,VIRAL TIKTOK TRICKS & AMAZING EXPERIMENTS,613,894838,41,6,1,5,0,0,6.833333333333333,0,0,0.6000000000000001,60
v=PDWss9mopP8,AMAZING LIFE HACKS FOR PARENTS || DIY Balloon Toys And Crafts,593,871745,61,11,2,6,0,2,5.545454545454546,0,0,0.6000000000000001,60
v=1iI7IDArW1A,AWESOME BEACH AND CAMPING HACKS || HOW TO MAKE YOUR TRIP PERFECT,616,973819,64,12,2,11,0,4,5.333333333333333,0,0,1.0,60
v=vXDTuO8VpD8,Mesmerizing Painting Ideas || Create Art Pieces Using Unusual Things,855,749841,68,10,2,0,0,0,6.8,0,0,0.25,60
v=L-V43HcW8AY,Smart Tricks For Creative Moms || Useful Gadgets And Parenting Hacks,772,1381913,68,11,2,0,0,2,6.181818181818182,0,0,0.33809523809523806,60
v=AYgmOnd5zJc,Useful Gadgets All Parents Should Own || Best Parenting Hacks,794,2469458,61,10,2,0,0,3,6.1,0,0,0.6333333333333333,60
v=BQNaF6yd29E,WOW! POP IT HACKS || Fantastic hacks that you haven’t seen before,697,1779886,65,12,3,4,6,4,5.416666666666667,0,0,0.2625,60
v=rmKmjYnNQdc,BEST TIPS TO IMPROVE YOUR PARENTING SKILLS,3780,2657600,42,7,0,7,0,2,6.0,0,0,1.0,60
v=u42-mVHGvFs,Brilliant Beauty Hacks & Makeup Tricks You Need to Try,775,755833,54,10,1,0,1,2,5.4,0,0,0.9,60
v=K0TyUVhYiRY,Mom vs. Dad 👨‍👩‍👧Smart tips for crafty parents,718,3620029,46,8,1,0,5,1,5.75,0,0,0.4,60
v=EZ_45m88YiA,KITCHEN GADGETS AND HACKS TO MAKE COOKING EASIER,768,614570,48,8,0,8,0,2,6.0,0,0,0.0,90
v=qgOoRhQo4NQ,WOW! Easy hacks you didn't know about! VALUABLE CAR HACKS EVERY DRIVER NEEDS TO KNOW,796,360743,84,15,3,9,5,3,5.6,0,0,0.33333333333333337,90
v=uW6FkPBxa-k,"USEFUL HOME HACKS || How to Get Rid of Insects, Preserve Food Longer and More",606,4889058,77,15,3,3,3,5,5.133333333333334,0,0,0.4,90
v=FKsket2OIcM,27 Genius gadgets for the best parents ever,662,6683184,43,8,0,0,6,2,5.375,1,1,1.0,90
v=odrL3cdRuAQ,SURVIVAL GUIDE FOR SMART PARENT || Make Visiting A Doctor Comfortable for Kids,3720,5223762,78,13,2,6,1,3,6.0,0,0,0.30714285714285716,90
v=pF5-oRQ8PO0,FANTASTIC GLUE GUN & 3D PEN HACKS,1980,1953129,33,7,1,6,0,0,4.714285714285714,1,0,0.4,90
v=qvAzCJ3XEB8,24 HOURS IN JAIL || Prison hacks that are useful in everyday life,746,855900,65,13,2,3,7,4,5.0,1,1,-9.25185853854297e-18,90
v=RwEDZFXBynY,DIY SOAP & HANDMADE CANDLES || CREATIVE IDEAS FOR HOME,656,1452335,54,10,3,8,0,1,5.4,0,0,0.5,90
v=YR0ue9sPw90,EASY PHOTO HACKS & COOL VIDEO IDEAS || Viral TikTok Hacks,637,1616985,57,11,3,6,0,0,5.181818181818182,0,0,0.39166666666666666,90
v=PNEYCqFzT_g,AMAZING LIFE HACKS FOR YOUR HEALTH,709,503147,34,6,0,6,0,2,5.666666666666667,0,0,0.6000000000000001,90
v=d4TPTfrmiW0,HOW HARD IS TO BE A DAD 🤷‍♀️ 21 PARENTING HACKS From a Crafty Family,640,558581,68,15,0,9,1,7,4.533333333333333,1,0,0.05416666666666667,90
v=Ki8ND4831AQ,CHOCOLATE HACKS & YUMMY RECIPES || EASY SNACKS FOR KIDS,677,1215349,55,10,3,8,0,1,5.5,0,0,0.43333333333333335,90
v=u0PQ6Y6MuHg,100+ HACKS TO MAKE PARENTING FUN & EASY,3720,11105454,39,8,2,6,0,1,4.875,1,1,0.3666666666666667,90
v=SgU22ZMDey4,"HOT! 🔥 MOBILE PHOTOGRAPHY IDEAS || Make your photos and videos go viral in Instagram, TikTok",588,703708,92,16,4,4,7,3,5.75,0,0,0.3125,90
v=SiD7HS7j9hk,WOW! 🤯 FANTASTIC EXPERIMENTS THAT WILL BLOW YOUR MIND,894,1144703,53,9,1,8,0,3,5.888888888888889,0,0,0.2625,90
v=AakARCMfu00,SHOCKING COMMERCIAL TRICKS WITH FOOD || Amazing Cooking Hacks,763,1118734,61,9,2,5,0,1,6.777777777777778,0,0,-0.1333333333333333,90
v=AsuokqGmMz4,🏖 PATIO DESIGN IDEAS FOR SUMMER || Home Decorating Tips,881,1866952,55,10,2,5,0,1,5.5,0,0,0.0,90
v=ExL8HG2PuQI,RICH Student vs BROKE Student || Rich Girl VS Poor Girl Funny Moments and Cool Hacks,616,878921,84,16,2,3,2,1,5.25,0,0,0.19,90
v=ULo4wE1UdzU,MEGA COMPILATION || SMART PARENTING LIFE HACKS,3660,1505163,46,7,2,6,0,0,6.571428571428571,0,0,0.21428571428571427,90
v=EB6X0_OrxZU,FAKE PIERCINGS & TATTOOS THAT LOOK REAL! EFFECTIVE BEAUTY HACKS,768,487443,63,10,2,9,0,1,6.3,0,0,0.19999999999999996,90
v=0XJ-MPBlZN8,Incredible life hacks for parents || How To Make Kids Happier,619,1116345,61,11,2,0,4,3,5.545454545454546,0,0,0.9,90
v=RDWSz-h84PA,IF OBJECTS WERE PEOPLE || Relatable Situations & Fun Life Hacks,740,3456333,63,11,3,4,0,2,5.7272727272727275,0,0,0.3,90
v=bs3xjOhEowo,Important FIRST AID HACKS for EMERGENCIES That You Need to Know,692,435976,63,11,0,4,2,4,5.7272727272727275,0,0,0.325,90
v=WD-f0w0pToc,WATERMELON PARTY HACKS 🍉 Amazing Party Tricks For Friends and Family,1020,765939,68,11,0,3,1,2,6.181818181818182,0,0,0.6000000000000001,90
v=8ByR8LUR-7s,Smart Gadgets For All Occasions || 26 amazing gadgets to make parenting easier,669,1947005,78,13,2,0,6,3,6.0,1,0,0.4071428571428572,90
v=bNqIyuni1ZY,BEST PARENTING LIFE HACKS || Smart Tips for Parents,3600,16427216,51,9,2,4,1,1,5.666666666666667,0,0,0.6071428571428571,90
v=oZUtvBke7eA,HOW TO ESCAPE AWKWARD SITUATIONS | If food were people,678,637078,54,10,1,5,3,4,5.4,0,0,-0.6,90
v=QSH_HxOiNs8,Tik Tok POP IT FIDGET GAME! 😎 #SHORTS,35,5329765,37,8,2,5,0,1,4.625,0,0,-0.5,90
v=SkhUSbr6RkU,PARENTING LIFE AND HACKS || Awesome TIPS from moms and grandmas,1020,371186,63,11,2,5,4,3,5.7272727272727275,0,0,1.0,90
v=N6AoczKS560,FANTASTIC HOME DECOR IDEAS TO MAKE YOUR PLACE COZIER,655,555316,52,9,0,9,0,2,5.777777777777778,0,0,0.4,90
v=OQuDzNdD6zk,Is It Hard To Be a MOM? SMART LIFE HACKS FROM CRAFTY PARENTS,706,3980765,60,13,1,7,1,6,4.615384615384615,0,0,0.10753968253968253,90
v=9I_OmoMn6q4,Crazy toothpaste hair DYE! Will it work? || Two Girls Cut Their Clothes In Public,1320,539151,81,15,4,1,4,4,5.4,0,0,-0.375,90
v=8axruaRCt4Q,GREAT TIPS TO AVOID AWKWARD SITUATIONS,632,302683,38,6,0,6,0,1,6.333333333333333,0,0,0.10000000000000003,120
v=2L8QXYO0Dik,100+ PARENTING HACKS || HOW HARD IS TO BE A MOM,3600,8126407,47,11,3,9,0,5,4.2727272727272725,1,1,-0.2916666666666667,120
v=FWyBazm2hWI,IF MAKEUP WERE PEOPLE! If Food Were People!,705,1553785,43,8,2,4,0,4,5.375,0,0,0.0,120
v=6Po-4_ieij4,POP IT! SATISFYING SOAP DIY IDEAS || How to Make Soap at Home,712,416496,61,13,3,6,2,3,4.6923076923076925,0,0,0.5,120
